"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2013M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","25.1",""
"2013M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","24.9",""
"2013M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","10.2",""
"2013M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","10.1",""
"2013M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","10.4",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","11.4",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","11.2",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.8",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","25.5",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","25.0",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","26.1",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","10.0",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","9.7",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","10.3",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","11.5",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","11.4",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","11.7",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","24.9",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","24.8",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","25.0",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","10.2",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","10.0",""
"2013M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","10.3",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","11.6",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","11.3",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","11.9",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","24.9",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","24.7",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","25.0",""
"2013M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","10.2",""
